Datetime,capa_w_avg,snodas_mean,sm_surface,sm_rootzone,sm_profile,0 days 01:00:00,0 days 02:00:00,0 days 03:00:00,0 days 04:00:00,0 days 05:00:00,0 days 06:00:00,0 days 07:00:00,0 days 08:00:00,0 days 09:00:00,0 days 10:00:00,0 days 11:00:00,0 days 12:00:00,0 days 13:00:00,0 days 14:00:00,0 days 15:00:00,0 days 16:00:00,0 days 17:00:00,0 days 18:00:00,0 days 19:00:00,0 days 20:00:00,0 days 21:00:00,0 days 22:00:00,0 days 23:00:00,1 days 00:00:00,1 days 01:00:00,1 days 02:00:00,1 days 03:00:00,1 days 04:00:00,1 days 05:00:00,1 days 06:00:00,1 days 07:00:00,1 days 08:00:00,1 days 09:00:00,1 days 10:00:00,1 days 11:00:00,1 days 12:00:00,1 days 13:00:00,1 days 14:00:00,1 days 15:00:00,1 days 16:00:00,1 days 17:00:00,1 days 18:00:00,1 days 19:00:00,1 days 20:00:00,1 days 21:00:00,1 days 22:00:00,1 days 23:00:00,2 days 00:00:00,temp_0 days 01:00:00,temp_0 days 02:00:00,temp_0 days 03:00:00,temp_0 days 04:00:00,temp_0 days 05:00:00,temp_0 days 06:00:00,temp_0 days 07:00:00,temp_0 days 08:00:00,temp_0 days 09:00:00,temp_0 days 10:00:00,temp_0 days 11:00:00,temp_0 days 12:00:00,temp_0 days 13:00:00,temp_0 days 14:00:00,temp_0 days 15:00:00,temp_0 days 16:00:00,temp_0 days 17:00:00,temp_0 days 18:00:00,temp_0 days 19:00:00,temp_0 days 20:00:00,temp_0 days 21:00:00,temp_0 days 22:00:00,temp_0 days 23:00:00,temp_1 days 00:00:00,temp_1 days 01:00:00,temp_1 days 02:00:00,temp_1 days 03:00:00,temp_1 days 04:00:00,temp_1 days 05:00:00,temp_1 days 06:00:00,temp_1 days 07:00:00,temp_1 days 08:00:00,temp_1 days 09:00:00,temp_1 days 10:00:00,temp_1 days 11:00:00,temp_1 days 12:00:00,temp_1 days 13:00:00,temp_1 days 14:00:00,temp_1 days 15:00:00,temp_1 days 16:00:00,temp_1 days 17:00:00,temp_1 days 18:00:00,temp_1 days 19:00:00,temp_1 days 20:00:00,temp_1 days 21:00:00,temp_1 days 22:00:00,temp_1 days 23:00:00,temp_2 days 00:00:00
2024-06-25 10:00,0.00360312,0.10804781,0.188211546,0.170699215,0.280139757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,6.228405875,6.587601359,8.284564979,10.64966375,12.93804473,14.91430662,16.48977795,18.16505114,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538
2024-06-25 11:00,0.00360312,0.107799553,0.188211546,0.170699215,0.280139757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,6.587601359,8.284564979,10.64966375,12.93804473,14.91430662,16.48977795,18.16505114,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223
2024-06-25 12:00,4.45E-05,0.107551295,0.188211546,0.170699215,0.280139757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,0.213288272,8.284564979,10.64966375,12.93804473,14.91430662,16.48977795,18.16505114,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223,7.797277848
2024-06-25 13:00,4.45E-05,0.107303038,0.18739478,0.170612791,0.280040268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,0.213288272,0.256936104,10.64966375,12.93804473,14.91430662,16.48977795,18.16505114,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223,7.797277848,7.891422155
2024-06-25 14:00,4.45E-05,0.107054781,0.18739478,0.170612791,0.280040268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,0.213288272,0.256936104,0.431155422,12.93804473,14.91430662,16.48977795,18.16505114,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223,7.797277848,7.891422155,8.106947581
2024-06-25 15:00,4.45E-05,0.106806524,0.18739478,0.170612791,0.280040268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,0.213288272,0.256936104,0.431155422,0.380252511,14.91430662,16.48977795,18.16505114,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223,7.797277848,7.891422155,8.106947581,8.549280782
2024-06-25 16:00,4.45E-05,0.106558267,0.186129218,0.170415785,0.279868738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,0.213288272,0.256936104,0.431155422,0.380252511,0.418973404,16.48977795,18.16505114,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223,7.797277848,7.891422155,8.106947581,8.549280782,8.856764086
2024-06-25 17:00,4.45E-05,0.10631001,0.186129218,0.170415785,0.279868738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,0.213288272,0.256936104,0.431155422,0.380252511,0.418973404,0.82108925,18.16505114,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223,7.797277848,7.891422155,8.106947581,8.549280782,8.856764086,8.735051425
2024-06-25 18:00,0.001901635,0.106061753,0.186129218,0.170415785,0.279868738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,0.213288272,0.256936104,0.431155422,0.380252511,0.418973404,0.82108925,0.856276797,19.12062742,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223,7.797277848,7.891422155,8.106947581,8.549280782,8.856764086,8.735051425,9.269647071
2024-06-25 19:00,0.001901635,0.105813496,0.182990846,0.169916946,0.279530939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001245301,0.0032084,0.000336077,0.073202666,1.128205941,3.561245356,1.16817761,1.636401555,1.801035032,1.784105726,1.095179247,1.05053462,1.165684562,0.929504515,0.569307415,0.43044528,0.370631191,0.297374502,0.227422026,0.191887739,0.21417554,0.213288272,0.256936104,0.431155422,0.380252511,0.418973404,0.82108925,0.856276797,0.792417887,19.62992808,20.04554663,20.33537612,20.28300604,19.31944981,18.36391425,17.35748509,15.72266201,14.33005318,13.37826091,12.73259205,12.24155151,11.93653165,11.78566073,11.83337972,11.46496294,11.53192051,12.09208145,12.76093135,13.30585372,13.8319944,14.50149055,15.5396214,13.1289825,11.2107022,11.22724262,10.89912893,10.58794095,10.30345435,9.920663981,9.456714592,9.100833995,8.783350325,8.472812155,8.248136012,8.126369637,8.081791645,8.031650544,7.944807538,7.841083223,7.797277848,7.891422155,8.106947581,8.549280782,8.856764086,8.735051425,9.269647071,9.360242178
